event_name,date_location,attendees,goals,source_url,primary_industry,secondary_industry,event_type,featured,company_stages
International Conference on Software Engineering and Computer Science (ICSECS),30 Nov - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Research Conference on Arts,Commerce,and Business Management  (IRCACBM),30 Nov - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement
International Conference on Big Data and Smart Computing (ICBDSC),30 Nov - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Conference on Big Data,Smart Computing and Computer Science (ICBDSCC),30 Nov - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking
International Conference on Social Science,Language,Literature and Education (ICSSLLE),30 Nov - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement
International Conference on Leadership & Business Management (ICSSLBM),30 Nov - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on E-Education,E-Business,E-Management and E-Learning (IC4E),30 Nov - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement
International Conference on Sexual and Reproductive Health (ICSRH),04 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Sustainable Globalization (ICSG),06 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Conference on Soil,Plant and Water Science (ICSPWS),06 Dec - Cebu,Philippines,Utility professionals,Energy managers,Infrastructure executives,Energy efficiency,Infrastructure development,Sustainability
International Conference on Foreign Language Education (ICFLE),08 Dec - Cebu,Philippines,Educators,Academic professionals,Training managers,Educational advancement,Teaching methodologies,Learning innovation,Exploring Solutions
International Conference on Nuclear Waste Management and Nuclear Safety (ICNWMNS),08 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Behavioral and Educational Psychology (ICBEP),08 Dec - Cebu,Philippines,Educators,Academic professionals,Training managers,Educational advancement,Teaching methodologies,Learning innovation,Exploring Solutions
International Conference on Clinical and Applied Microbiology (ICCAM),09 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Law and Economics (ICLE),09 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Sexual and Reproductive Health (ICSRH),09 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Radiology and Medical Imaging (ICRMI),09 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Obesity and Weight Management (ICOWM),09 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Research Conference on Covid-19 and Its Impact on Mental Health (IRCCIMH),25 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
Research International Conference on Medical,Medicine and Health Science (RICMMHS),25 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration
International Research Conference on Science Technology,Engineering and Management (IRCSTEM),25 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking
International Conference on Cyber Security and Cloud Computing (ICCSCC),25 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Conference on Machine Learning,Computer Software and Applications (ICMLCSA),25 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking
International Conference on Structural Engineering and Construction Management (ICSECM),25 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Multiculturalism and Education (ICME),25 Dec - Cebu,Philippines,Educators,Academic professionals,Training managers,Educational advancement,Teaching methodologies,Learning innovation,Exploring Solutions
International Conference on Artificial Intelligence and Applications (ICAIA),25 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Conference on International Business and Strategic Management (ICIBSM),25 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Justice and Legal Studies (ICJLS),25 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Family Medicine and Disease Prevention (ICFMDP),25 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Public Health and Epidemiology (ICPHE),26 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Radiology and Medical Imaging (ICRMI),26 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
International Conference on Medical Imaging Sanitation and Biological Pharmacy (ICMISBP),26 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration,Exploring Solutions
Global Conference on Sustainable Livestock Transformation (GCSLT),27 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking,Innovation
International Conference on Clinical Neuropharmacology,Neuroscience and Medicine (ICCNNM),28 Dec - Cebu,Philippines,Healthcare professionals,Medical practitioners,Researchers,Medical advancement,Patient care improvement,Research collaboration
International Conference on Equine,Veterinary Science and Horse Management (ICEVSHM),28 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement
International Conference on Nuclear Waste Management and Nuclear Safety (ICNWMNS),29 Dec - Cebu,Philippines,Government officials,Policy makers,Public administrators,Policy influence,Governance improvement,Public service enhancement,Exploring Solutions
International Conference on Artificial Intelligence,Robots and Mechanical Engineering (ICAIRME),30 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking
International Conference on Control system,power and electrical engineering (ICCSPEE),30 Dec - Cebu,Philippines,Tech professionals,IT managers,Developers,Data scientists,Knowledge sharing,Networking
